date,precip_VAN,precip_TOR,precip_MON,precip_LEO,precip_GUA,precip_MEX,precip_PUE,precip_HUS,precip_DAL,precip_TUL,precip_JUA,precip_PHO,precip_SDO,temp_VAN,temp_TOR,temp_MON,temp_LEO,temp_GUA,temp_MEX,temp_PEU,temp_HUS,temp_DAL,temp_TUL,temp_JUA,temp_PHO,temp_SDO,UD_ind_WTI_0.25,UD_ind_lumber_0.25,UD_ind_live_cattle_0.25,UD_ind_OJ_0.25,UD_ind_us_cotton_0.25,UD_ind_us_soybean_oil_0.25,UD_ind_us_wheat_0.25,UD_ind_copper_0.25,UD_ind_WTI,UD_ind_lumber,UD_ind_live_cattle,UD_ind_OJ,UD_ind_us_cotton,UD_ind_us_soybean_oil,UD_ind_us_wheat,UD_ind_copper,Vol_WTI,Change_%_WTI,Vol_Lumber,Change_%_Lumber,Vol_Live_Cattle,Change_%_Live_Cattle,Vol_OJ,Change_OJ,Vol_US_Cotton_2,Change_US_Cotton_2,Vol_US_Soybean_Oil,Change_US_Soybean_Oil,Vol_US Wheat,Change_US Wheat,Vol_Copper,Change %_Copper,Vol._x,Change_%_comm_soft,Vol._y,Change_%_comm_DJ
2011-06-24,7.4,2.4,0,5.3,0,0.0,24.1,0,0,0,0,0,0,14.8,20.7,0,19.7,0,17.6,16.6,0,0,0,0,0,0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,337.77K,0.15%,0.19K,0.85%,1.68K,0.71%,0.65K,2.84%,0,1.23%,42.52K,0.13%,0,-2.19%,0.13K,1.41%,0,0,0,0
2011-06-25,3.3,0.0,0,14.5,0.0,0,0.0,0,0,0,0,0,0,14.2,19.4,0,19.5,23.1,0,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-26,0.5,0.0,0,0.0,0,1.0,0,0,0,0,0,0,0,14.9,20.2,0,20.1,0,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-27,0.0,0.0,0,6.1,0,0.0,0.0,0,0,0,0,0,0,17.5,20.7,0,21.5,0,18.8,18.9,0,0,0,0,0,0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,278.68K,-0.60%,0.18K,-0.21%,1.57K,-1.37%,0.81K,-1.36%,0,1.98%,35.80K,-0.76%,0,0.71%,0.21K,-1.15%,0,0,0,0
2011-06-28,0.0,8.0,0,0.5,0.0,0,0,0,0,0,0,0,0,18.1,22.7,0,20.9,23.2,0,0,0,0,0,0,0,0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,279.02K,2.52%,0.28K,-2.93%,1.08K,0.76%,0.81K,-0.79%,0,-1.25%,30.55K,0.78%,0,3.52%,0.19K,1.01%,0,0,0,0
2011-06-29,0.0,0.0,0,0.0,0.0,7.4,0,0,0,0,0,0,0,16.6,19.0,0,21.8,24.6,16.6,0,0,0,0,0,0,0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,348.79K,2.02%,0.48K,3.24%,1.60K,-0.56%,0.54K,-0.05%,0,-0.60%,32.01K,0.89%,0,-0.84%,16.12K,2.88%,0,0,0,0
2011-06-30,0.0,0.0,0,0.0,0,3.6,38.1,0,0,0,0,0,0,15.4,19.9,0,20.9,0,15.4,15.8,0,0,0,0,0,0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,276.58K,0.69%,0.51K,3.77%,0.60K,0.92%,1.15K,2.00%,0,-2.28%,15.75K,-1.42%,0,-11.06%,3.65K,1.47%,0,0,0,0
2011-07-01,0.0,0.0,0,0.8,0,0.0,0,0,0,0,0,0,0,14.7,21.4,0,19.0,0,15.8,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,263.63K,-0.50%,0.22K,-0.37%,30.84K,0.09%,0.34K,-0.28%,0,-2.16%,6.92K,0.22%,0,1.87%,1.13K,0.47%,0,0,0,0
2011-07-02,0.0,1.9,0,0,0,8.4,0,0,0,0,0,0,0,16.5,21.8,0,0,0,17.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-03,4.3,0.0,0,0.0,0,27.4,0,0,0,0,0,0,0,17.6,25.3,0,19.3,0,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-04,0.0,0.0,0,0.0,0,20.1,1.5,0,0,0,0,0,0,16.3,23.6,0,19.5,0,15.5,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-05,0.0,0.0,0,0.0,0,3.8,0.0,0,0,0,0,0,0,17.9,23.2,0,20.7,0,17.2,17.5,0,0,0,0,0,0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,275.65K,2.05%,0.21K,-1.60%,24.07K,0.12%,0.05K,5.92%,0,-2.31%,7.46K,-0.89%,0,1.54%,1.02K,1.10%,0,0,0,0
2011-07-06,0.0,0.0,0,0.0,0.0,42.9,0,0,0,0,0,0,0,19.3,24.7,0,21.7,21.9,16.6,0,0,0,0,0,0,0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,288.32K,-0.25%,0.28K,-0.87%,19.89K,-0.35%,0.02K,1.34%,0,-2.15%,7.62K,0.31%,0,-1.75%,0.86K,-0.28%,0,0,0,0
2011-07-07,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,17.7,22.4,0,22.1,0,16.9,0,0,0,0,0,0,0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,339.27K,2.09%,0.18K,1.68%,32.18K,1.57%,0.24K,0.12%,0,-0.04%,3.59K,2.17%,0,1.78%,1.29K,2.43%,0,0,0,0
2011-07-08,2.5,0.0,0,35.3,0.3,3.0,0,0,0,0,0,0,0,15.9,22.9,0,19.0,22.5,16.2,0,0,0,0,0,0,0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,348.00K,-2.50%,0.17K,2.81%,39.74K,-0.07%,0.04K,1.49%,0,0.31%,2.94K,-0.48%,0,2.32%,0.50K,-0.68%,0,0,0,0
2011-07-09,0.0,0.0,0,2.8,33.0,0.0,0,0,0,0,0,0,0,15.1,22.9,0,20.7,20.7,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-10,0.0,0.0,0,0.0,0,7.1,0,0,0,0,0,0,0,16.8,24.8,0,21.4,0,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-11,0.0,0.0,0,4.6,0.5,0.0,0,0,0,0,0,0,0,17.4,26.4,0,19.7,21.2,16.4,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,311.45K,-1.09%,0.21K,-0.68%,32.14K,0.04%,0.01K,-3.92%,0,-4.21%,1.81K,-0.44%,0,-1.43%,0.59K,-0.98%,0,0,0,0
2011-07-12,0.0,0.0,0,0.0,0,2.8,9.1,0,0,0,0,0,0,17.2,27.4,0,22.7,0,17.7,18.4,0,0,0,0,0,0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,343.49K,2.40%,0.21K,0.73%,24.63K,-0.59%,1.03K,-3.42%,0,-4.28%,1.51K,0.18%,0,4.60%,0.45K,0.50%,0,0,0,0
2011-07-13,0.0,0.0,0,0.3,0,0.0,0.0,0,0,0,0,0,0,16.8,23.6,0,22.0,0,16.0,15.2,0,0,0,0,0,0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,355.10K,0.64%,0.07K,-0.36%,35.08K,-0.55%,0.70K,1.35%,0,3.15%,0.24K,2.04%,0,7.27%,0.48K,0.30%,0,0,0,0
2011-07-14,9.1,0.0,0,0.0,2.3,4.1,0,0,0,0,0,0,0,15.6,22.2,0,20.9,20.0,15.4,0,0,0,0,0,0,0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,403.42K,-2.41%,0.14K,4.03%,36.80K,-2.51%,1.19K,2.16%,0,-4.41%,0.02K,0.00%,0,-1.13%,0.50K,-0.50%,0,0,0,0
2011-07-15,0.3,0.0,0,0.0,3.8,0.0,29.7,0,0,0,0,0,0,16.7,22.9,0,21.0,21.4,16.6,17.5,0,0,0,0,0,0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,266.46K,1.62%,0.01K,0.00%,17.25K,0.05%,0.91K,0.69%,0,-2.98%,15.51K,-0.17%,0,-1.77%,0.63K,0.75%,0,0,0,0
2011-07-16,8.9,0.0,0,0.0,0.0,5.8,29.0,0,0,0,0,0,0,16.4,24.3,0,20.9,20.8,16.6,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-17,3.8,0.6,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,16.8,27.2,0,18.9,21.8,15.2,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-18,0.5,0.6,0,0.0,0,0.0,0,0,0,0,0,0,0,16.3,28.6,0,20.1,0,17.2,0,0,0,0,0,0,0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,203.97K,-1.35%,0.15K,1.63%,14.00K,-0.68%,0.83K,0.23%,0,-4.43%,19.50K,-0.21%,0,1.80%,0.44K,-0.20%,0,0,0,0
2011-07-19,0.0,0.0,0,1.0,4.3,0.0,0,0,0,0,0,0,0,16.8,26.1,0,21.4,20.6,17.8,0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,138.05K,1.64%,0.31K,1.33%,13.24K,0.59%,0.89K,1.77%,0,4.60%,18.61K,-0.40%,0,1.01%,0.35K,1.46%,0,0,0,0
2011-07-20,0.0,0.0,0,0.0,0,1.3,0,0,0,0,0,0,0,16.8,26.9,0,22.1,0,19.5,0,0,0,0,0,0,0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,35.29K,0.66%,0.34K,-1.81%,19.16K,-0.81%,0.86K,-0.65%,0,0.14%,19.03K,0.14%,0,-1.89%,0.25K,-0.72%,0,0,0,0
2011-07-21,5.1,0.6,0,0.0,0.0,0.0,0.3,0,0,0,0,0,0,16.5,30.9,0,22.9,20.7,18.9,16.8,0,0,0,0,0,0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,293.97K,1.01%,0.20K,1.95%,11.19K,0.36%,0.75K,-1.30%,0,-2.77%,21.46K,-0.51%,0,-0.96%,0.66K,-1.13%,0,0,0,0
2011-07-22,0.0,0.0,0,0,0.0,1.5,0.0,0,0,0,0,0,0,15.3,29.1,0,0,22.6,15.6,16.9,0,0,0,0,0,0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,223.27K,0.75%,0.44K,-2.56%,10.79K,0.50%,0.62K,-0.05%,0,-0.25%,18.41K,0.05%,0,1.85%,0.58K,0.59%,0,0,0,0
2011-07-23,0.0,11.7,0,0,0.0,19.6,0.5,0,0,0,0,0,0,15.6,28.2,0,0,22.4,15.7,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-24,0.0,0.0,0,0.0,0.0,0.3,0.0,0,0,0,0,0,0,17.9,24.2,0,20.6,21.2,17.0,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-25,0.0,4.2,0,0.0,9.9,5.3,3.6,0,0,0,0,0,0,18.7,24.2,0,21.6,21.6,17.0,16.7,0,0,0,0,0,0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,205.21K,-0.67%,0.43K,-1.58%,17.32K,0.09%,0.54K,0.73%,0,-2.55%,30.35K,-0.45%,0,0.59%,0.50K,-0.05%,0,0,0,0
2011-07-26,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,16.3,23.3,0,21.2,0,16.4,17.6,0,0,0,0,0,0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,332.69K,0.39%,0.28K,0.35%,15.90K,0.95%,0.66K,0.05%,0,6.34%,20.25K,0.87%,0,0.65%,0.64K,1.64%,0,0,0,0
2011-07-27,0.0,0.0,0,0.0,0.0,13.7,0.3,0,0,0,0,0,0,16.7,22.6,0,22.5,21.6,16.7,16.3,0,0,0,0,0,0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,304.52K,-2.20%,0.40K,-0.78%,8.55K,-0.56%,0.46K,-0.05%,0,0.90%,21.35K,-0.34%,0,1.12%,0.37K,-0.74%,0,0,0,0
2011-07-28,0.0,2.3,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,17.8,23.0,0,19.7,21.0,18.9,16.2,0,0,0,0,0,0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,236.25K,0.04%,0.98K,-0.39%,10.96K,0.50%,1.39K,0.08%,0,-0.60%,20.11K,-1.13%,0,-0.36%,0.32K,0.54%,0,0,0,0
2011-07-29,0.0,0.0,0,32.5,0.0,11.7,1.5,0,0,0,0,0,0,18.6,24.4,0,19.3,23.1,18.3,17.7,0,0,0,0,0,0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,284.39K,-1.79%,1.15K,-1.78%,13.57K,0.90%,1.00K,0.43%,0,-2.47%,9.25K,-0.20%,0,-3.51%,0.38K,0.20%,0,0,0,0
2011-07-30,0.0,0.0,0,0.0,10.4,4.6,0.0,0,0,0,0,0,0,19.0,25.6,0,18.9,20.6,15.8,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-31,2.8,0.0,0,3.6,5.8,0,0,0,0,0,0,0,0,18.4,25.5,0,18.8,20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-01,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,17.6,27.9,0,18.9,22.5,0,16.6,0,0,0,0,0,0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,398.86K,-0.85%,0.82K,-4.02%,10.11K,0.60%,1.30K,0.48%,0,5.04%,3.78K,0.28%,0,0.91%,0.75K,-1.56%,0,0,0,0
2011-08-02,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,18.6,25.6,0,19.9,23.3,16.2,18.0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,328.18K,-1.16%,1.02K,-4.19%,13.14K,-0.66%,0.69K,0.47%,0,0.83%,2.05K,1.67%,0,5.05%,0.31K,-0.34%,0,0,0,0
2011-08-03,0.0,10.6,0,0.0,0,0.0,1.5,0,0,0,0,0,0,19.5,22.7,0,21.6,0,17.4,16.7,0,0,0,0,0,0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,350.22K,-1.98%,1.88K,-2.58%,12.41K,0.51%,1.37K,-1.86%,0,-1.96%,1.77K,-1.42%,0,-1.47%,0.39K,-1.57%,0,0,0,0
2011-08-04,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,19.1,21.7,0,21.1,0,0,19.3,0,0,0,0,0,0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,535.94K,-5.77%,0.75K,0.85%,11.93K,-0.42%,3.30K,-3.94%,0,0.36%,1.85K,-1.95%,0,-4.52%,0.20K,-2.06%,0,0,0,0
2011-08-05,0.0,0.0,0,0,0,0.0,0.3,0,0,0,0,0,0,18.4,23.4,0,0,0,20.2,18.1,0,0,0,0,0,0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,512.49K,0.29%,0.68K,-0.27%,17.06K,1.31%,4.16K,-4.71%,0,-3.85%,0.50K,-0.51%,0,0.71%,0.26K,-2.79%,0,0,0,0
2011-08-06,0.0,0.0,0,5.3,0.0,1.0,5.1,0,0,0,0,0,0,18.2,24.7,0,18.6,22.2,17.1,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-07,0.0,17.7,0,4.1,28.4,0,2.0,0,0,0,0,0,0,17.7,24.6,0,18.9,20.8,0,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-08,0.0,0.0,0,0.5,0.0,0.0,0.0,0,0,0,0,0,0,18.1,23.5,0,19.3,22.6,17.8,16.7,0,0,0,0,0,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.07K,-6.41%,0.74K,-0.85%,12.80K,-0.02%,5.12K,-5.16%,0,-1.59%,0.52K,-1.55%,0,-3.23%,0.15K,-3.77%,0,0,0,0
2011-08-09,0.0,20.4,0,0.0,23.4,0.0,0,0,0,0,0,0,0,17.1,22.5,0,21.8,22.7,20.2,0,0,0,0,0,0,0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,605.80K,-2.47%,0.88K,0.77%,4.28K,0.55%,4.15K,-2.01%,0,-1.22%,0.26K,-1.47%,0,4.76%,0.12K,0.23%,0,0,0,0
2011-08-10,0.0,0.0,0,0.5,0.0,0.0,0.5,0,0,0,0,0,0,16.3,21.6,0,21.2,21.8,21.1,17.8,0,0,0,0,0,0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,520.14K,4.53%,1.63K,-0.98%,3.02K,-0.37%,4.71K,-5.64%,0,0.74%,0.34K,0.00%,0,0.24%,0.14K,-2.07%,0,0,0,0
2011-08-11,0.0,0.0,0,35.1,0.0,0.0,0.0,0,0,0,0,0,0,17.7,20.1,0,20.9,22.1,22.6,19.6,0,0,0,0,0,0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,502.09K,3.41%,0.50K,2.93%,5.61K,1.88%,2.58K,3.15%,0,-0.84%,0.04K,1.89%,0,2.72%,0.05K,3.09%,0,0,0,0
2011-08-12,0.0,0.0,0,0.0,0.0,0.0,3.6,0,0,0,0,0,0,17.9,21.2,0,22.1,21.7,19.6,17.4,0,0,0,0,0,0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,350.09K,-0.40%,0.66K,-1.75%,2.86K,1.25%,2.18K,1.62%,0,3.08%,0.06K,1.05%,0,0.07%,0.14K,0.12%,0,0,0,0
2011-08-13,0.0,0.0,0,0.0,0.0,2.5,0.3,0,0,0,0,0,0,17.7,23.1,0,21.1,23.2,18.7,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-14,0.0,0.0,0,0.0,2.3,1.0,1.0,0,0,0,0,0,0,17.2,22.4,0,21.4,21.8,16.1,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-15,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,17.1,22.3,0,22.4,21.8,16.7,15.6,0,0,0,0,0,0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,292.80K,2.93%,0.69K,2.81%,2.51K,0.00%,1.58K,1.41%,0,3.52%,13.56K,0.59%,0,-0.11%,0.16K,0.55%,0,0,0,0
2011-08-16,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,16.9,23.3,0,22.1,22.7,17.5,18.3,0,0,0,0,0,0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,375.34K,-1.40%,0.66K,-0.35%,2.14K,0.00%,1.46K,2.58%,0,0.17%,14.46K,0.16%,0,2.15%,0.05K,-0.94%,0,0,0,0
2011-08-17,0.0,0.0,0,0.0,3.0,0.0,0.0,0,0,0,0,0,0,17.6,23.9,0,22.1,21.7,19.4,18.3,0,0,0,0,0,0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,344.49K,1.07%,0.42K,-0.87%,3.93K,-1.74%,1.76K,3.18%,0,3.66%,15.01K,1.18%,0,-0.02%,0.10K,0.88%,0,0,0,0
2011-08-18,0.0,0.0,0,0.0,15.0,0.0,0.0,0,0,0,0,0,0,16.9,24.8,0,20.9,22.6,17.9,18.3,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.28K,-5.94%,0.50K,-4.40%,2.68K,-1.51%,0.71K,-2.41%,0,-0.82%,14.30K,-0.68%,0,-2.67%,0.07K,-1.59%,0,0,0,0
2011-08-19,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,17.1,24.0,0,21.9,23.8,19.1,18.6,0,0,0,0,0,0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,148.81K,-0.15%,0.24K,-0.46%,2.02K,0.18%,0.77K,0.43%,0,-1.36%,12.11K,0.22%,0,3.63%,0.19K,0.43%,0,0,0,0
2011-08-20,0.0,0.0,0,0.0,0.0,0.0,38.6,0,0,0,0,0,0,19.0,24.9,0,22.0,23.1,19.8,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-21,0.0,9.7,0,0.0,8.9,0.0,2.5,0,0,0,0,0,0,20.9,20.6,0,21.5,22.3,17.2,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-22,13.7,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,18.9,18.3,0,21.0,23.0,0,16.6,0,0,0,0,0,0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,30.15K,2.26%,0.67K,1.11%,1.17K,0.31%,1.07K,-0.31%,0,0.32%,12.04K,0.14%,0,0.75%,0.22K,-0.65%,0,0,0,0
2011-08-23,5.8,0.0,0,0.0,4.3,0,20.3,0,0,0,0,0,0,18.2,20.2,0,20.7,22.7,0,17.6,0,0,0,0,0,0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,353.95K,1.57%,0.54K,-0.41%,1.14K,-0.48%,0.56K,-2.78%,0,-0.94%,16.07K,0.04%,0,2.36%,0.08K,0.96%,0,0,0,0
2011-08-24,0.0,8.5,0,10.7,0,31.0,13.2,0,0,0,0,0,0,18.9,22.4,0,19.6,0,18.1,17.9,0,0,0,0,0,0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,294.93K,-0.33%,0.48K,4.13%,1.79K,-0.74%,0.80K,-2.65%,0,-0.33%,16.18K,0.29%,0,-1.11%,0.12K,0.08%,0,0,0,0
2011-08-25,0.0,0.0,0,5.6,1.3,5.3,0.0,0,0,0,0,0,0,19.3,22.4,0,21.0,22.1,17.9,18.5,0,0,0,0,0,0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,357.82K,0.16%,0.15K,-0.35%,0.76K,0.53%,0.75K,0.85%,0,-2.08%,14.82K,-0.32%,0,1.04%,0.18K,2.05%,0,0,0,0
2011-08-26,0.0,0.0,0,0.0,0.3,1.5,5.1,0,0,0,0,0,0,18.9,20.7,0,21.1,22.1,17.3,16.6,0,0,0,0,0,0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,283.26K,0.08%,0.26K,2.79%,0.67K,0.40%,0.69K,0.60%,0,1.25%,20.58K,1.80%,0,1.01%,0.08K,0.49%,0,0,0,0
2011-08-27,0.0,0.0,0,31.8,0.0,51.1,5.3,0,0,0,0,0,0,19.6,21.0,0,18.9,22.0,17.0,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
